title,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
Fist of the North Star,"['Akira Kamiya', 'Shigeru Chiba', 'Teiyû Ichiryûsai']","['Official site [Japan]', 'Japan', 'Japanese', 'Fuji Television Network', 'Color']",6,8.3,2214.0,"['rubble film', 'wasteland', 'water', 'martial arts', 'shounen', 'animation', 'action', 'adventure', 'sci-fi']",25 min,"In the year 199X, human civilization has been all but destroyed by a nuclear holocaust. In an age where the strong rule over the weak, the survivors of the fallout struggle over the remaining supply food and water left. Kenshiro, successor to an ancient, deadly martial art known as Hokuto Shinken (Fist of the North Star), wanders the wasteland with seven scars in the shape of the Big Dipper on his chest. This infamous style uses the body's hidden 708 pressure points to destroy opponents from within and allows practitioners to unleash 100% of their humanly strength. Accompanied by a young thief and an orphan girl, this messiah brings justice to this lawless world with the strongest fist in the world.","In the year 199X, human civilization has been all but destroyed by a nuclear holocaust. In an age where the strong rule over the weak, the survivors of the fallout struggle over the "
Five Days,"['Suranne Jones', 'Lee Massey', 'Michelle Bonnard']","['BBC [UK]', 'UK', 'English', 'Hertfordshire, England, UK', 'British Broadcasting Corporation (BBC)', 'Stereo', 'Black and White']",2,6.8,1958.0,"['children', 'missing', 'disappearance', 'car', 'police', 'crime', 'drama', 'mystery', 'thriller']",300 min,The story begins one hot summer's day when Leanne Wellings is taking her two young children to visit her grandfather. She stops to buy flowers at a motorway lay-by but then inexplicably vanishes - leaving her two small children waiting for her in her car - lost and far from home. Her two small children then set off to find her only to go missing themselves. Their ordeal is captured on CCTV cameras and before long the family's heart-stopping trauma is not only a complex police investigation but a major national news story.,A five-part mini-series that revolves around the disappearance of a young mother in a quiet British suburb and the circumstances that leave her children abandoned far from home.
Flaked,"['Will Arnett', 'Mark Chappell', 'Will Arnett', 'David Sullivan', 'Ruth Kearney']","['USA', 'English', 'Los Angeles, California, USA', 'Thousand Words', 'Color']",2,7.2,9322.0,"['romantic', 'seduction', 'hot', 'sexy', 'boisterous man', 'comedy', 'drama']",30 min,"A recovering alcoholic faces reality after a life changing accident in Venice Beach, California.","A recovering alcoholic faces reality after a life changing accident in Venice Beach, California."
Flash Gordon,"['Peter Hume', 'Eric Johnson', 'Gina Holden', 'Karen Cliche']","['SCI-FI Channel', 'USA', 'English', 'Aldergrove, British Columbia, Canada', 'Flash Films', 'Color']",1,4.8,2846.0,"['princess from outer space', 'message from outer space', 'girl from outer space', 'based on comic strip', 'action', 'adventure', 'drama', 'sci-fi']",60 min,"Hometown Celebrity Steven ""Flash"" Gordon discovers a secret his father tried desperately to keep hidden. He then embarks on a journey to another dimension in hopes of finding his father who was believed to be killed in a fire. Flash becomes involved with the struggles of Planet Mongo. A tyrannical leader controls the only source of clean water on the planet. Flash makes many allies during his struggles leading to a Revolution.","Hometown Celebrity Steven ""Flash"" Gordon discovers a secret his father tried desperately to keep hidden. He then embarks on a journey to another dimension in hopes of finding his father who"
Flashpoint,"['Mark Ellis', 'Stephanie Morgenstern', 'Hugh Dillon', 'Amy Jo Johnson', 'David Paetkau']","['CBS [United States]', 'Canada', 'English', 'Toronto, Ontario, Canada', 'Avamar Entertainment', 'Dolby Digital', 'Color']",5,7.8,15657.0,"['tactical', 'swat team', 'swat', 'rescue', 'sniper', 'action', 'crime', 'drama', 'thriller']",0,"When the Strategic Response Unit arrives, the rules change. The bad guy's caught - he just doesn't know it yet. The SRU, inspired by Toronto's Emergency Task Force, is a handpicked team of elite cops. High risk is their business and these men and women do it all: rescue hostages, bust gangs, defuse bombs. Talk down suicidal teens. Protect the Pope. They handle state-of-the-art weapons - sniper rifles, flash-bang grenades, tasers. They climb the sides of buildings. See through walls. But they're different from other SWAT teams. Because their arsenal also includes a gift for words. A knowledge of human intuition. An instinct for when it's time to negotiate - and when the 'solution' calls for something more. On the scene, they're in charge. No one knows their job better. SRU Constables outrank senior Inspectors - and the Inspectors don't like it. Regular uniforms grumble when pushed aside by the SRU 'prima donnas.' While secretly wishing they were in their place. It's a tough job. A job ...",The missions and trials of a Toronto police tactical unit.
Flavor of Love,"['Cris Abrego', 'Mark Cronin', 'Flavor Flav', 'Ricky B. Head', 'Dion Graham']","['Official site', 'USA', 'English', 'Los Angeles, California, USA', '51 Minds Entertainment', 'Color']",3,4.7,1903.0,"['game-show', 'reality-tv', 'romance']",60 min,Flavor flay is on the hunt to find his dream girl! Join him and his female contestants on a show full of laughs and raw chicken.,Flavor flay is on the hunt to find his dream girl! Join him and his female contestants on a show full of laughs and raw chicken.
Fleabag,"['Phoebe Waller-Bridge', 'Sian Clifford', 'Olivia Colman']","['UK', 'English', 'London, England, UK', 'Two Brothers Pictures', 'Stereo', 'Color']",2,8.5,19112.0,"['promiscuity', 'break up', 'female friendship', 'best friend', 'sister sister relationship', 'comedy', 'drama']",27 min,A six-part comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,A six-part comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.
Flight 29 Down,"['D.J. MacHale', 'Stan Rogow', 'Allen Alvarado', 'Jeremy James Kissner', 'Johnny Pacar']","['Official site', 'USA', 'English', ""O'ahu, Hawaii, USA"", 'Hawaii Film Partners', 'Color']",3,7.4,1513.0,"['2000s', 'desert island', 'uninhabited island', 'pacific ocean', 'oceania', 'adventure', 'comedy', 'drama', 'family']",0,"This show focuses on 7 of the 10 teenage survivors of a plane crash. They're all from LA but not all of them are friends. Their plane lands on some island in the South Pacific. 3 of the teens and the pilot go off in the jungle to explore it leaving the other 7 to worry about setting up camp and finding enough food and water. They have a radio but it is a long time before they get any contact with anyone. Each episode takes place within 1 or half a day of them being on the island. Drama occurs between the castaways revealing their insecurities, crushes, egos, and social problems. Surviving becomes more than just finding enough food and shelter. They eventually become like a family, having to learn to live and work together",The story of seven kids lost on a deserted island in the Pacific Ocean.
Flight of the Conchords,"['James Bobin', 'Jemaine Clement', 'Bret McKenzie', 'Jemaine Clement', 'Bret McKenzie', 'Rhys Darby']","['HBO [United States]', 'USA', 'English', '28 Henry Street, New York City, New York, USA', 'Dakota Pictures', 'Color']",2,8.6,50785.0,"['new zealand', 'new york city', 'deadpan', 'dry humor', 'goofball', 'comedy', 'music', 'musical']",28 min,"Two New Zealander friends experience life, love, friendship, all the usual stuff, while trying to make their lives as a rock band. A rock band that can only schedule a performance at the local aquarium, is run by an eager and overambitious New Zealand buddy, and has only one fan.","Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom."
Flint Town,"['Wayne Suttles', 'James Tolbert', 'Karen Weaver']","['Official Netflix Page', 'USA', 'English', 'Flint, Michigan, USA', 'Anonymous Content Media', 'Stereo', 'Color']",1,8.0,2484.0,"['documentary', 'crime']",45 min,"Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis.","Documentary following the police department in Flint, Michigan as they struggle with dwindling resources and crumbling infrastructure in a community crippled by violence and a contaminated water crisis."
Flip This House,"['Richard C. Davis', 'Charles Nordlander', 'Armando Montelongo', 'Veronica Montelongo', 'Richard C. Davis']","['A&E [United States]', 'USA', 'English', 'Atlanta, Georgia, USA', 'Departure Films', 'Color']",5,7.5,1180.0,['reality-tv'],0,A group of determined individuals buy houses and renovated them for a quick profit.,A group of determined individuals buy houses and renovated them for a quick profit.
Flipping Out,"['Jeff Lewis', 'Jenni Pulos', 'Zoila Chavez']","['Bravo TV', 'USA', 'English', 'Los Angeles, California, USA', 'Authentic Entertainment', 'Color']",11,6.7,1002.0,"['cat', 'dog', 'fatherhood', 'los angeles california', 'reality-tv']",0,"Just when America's favorite house flipper thinks his life could not be any more chaotic, Jeff Lewis embarks on the most unpredictable challenge yet - fatherhood.","Just when America's favorite house flipper thinks his life could not be any more chaotic, Jeff Lewis embarks on the most unpredictable challenge yet - fatherhood."
Fonejacker,"['Kayvan Novak', 'Ed Tracy', 'Kayvan Novak', 'David Whitney', 'Ed Pearce']","['Official site', 'UK', 'English', 'Color']",2,7.8,1649.0,"['prank calls', 'prank telephone call', 'part animation', 'written by director', 'directed by star', 'comedy']",0,British comedy series in which Kayvan Novak takes on the guise of various eccentric characters as he prank calls unsuspecting business owners and members of the public.,British comedy series in which Kayvan Novak takes on the guise of various eccentric characters as he prank calls unsuspecting business owners and members of the public.
Footballers' Wives,"['Gillian Taylforth', 'Zöe Lucker', 'Paul Clarke']","['Shed Productions', 'UK', 'English', 'Chigwell, Essex, England, UK', 'Carlton Television', 'Stereo', 'Color']",5,6.5,1323.0,"['football', 'blonde woman', 'british', '2000s', 'two word title', 'drama']",49 min,"Drama series about the women married to members of Earls Park football team. Ian gets offered a place on the first team, while his wife Donna tries to track down the son they gave up for adoption nine years ago. Glamour model Chardonnay Lane and resident heartthrob Kyle are looking forward to their wedding. Earls Park announce a new signing who is a threat to the team's current captain Jason and his scheming wife Tanya.",Drama focusing on the players at Earls Park Football Club as well as the lives of their wives and girlfriends.
For The People,"['Paul William Davies', 'Hope Davis', 'Ben Shenkman', 'Jasmin Savoy Brown']","['Official site', 'USA', 'English', 'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA', 'Shondaland', 'Stereo', 'Color']",2,7.2,3635.0,['drama'],43 min,"Set in the Southern District of New York (SDNY) Federal Court, aka ""The Mother Court,"" the legal drama follows brand new lawyers working for both the defense and the prosecution as they handle the most high profile and high stakes cases in the country - all as their personal lives intersect.","Set in the Southern District of New York Federal Court, brand new lawyers work for both the defense and the prosecution as they handle the most high profile and high stakes cases in the country - all as their personal lives intersect."
Forensic Files,"['Paul Dowling', 'Peter Thomas', 'Tom Bevel', 'Skip Palenik']","['Official site', 'USA', 'English', 'Medstar Television', 'Stereo', 'Color']",15,8.8,3430.0,"['tucson arizona', 'arizona', 'scene of the crime', '20th century', '21st century', 'documentary', 'crime']",30 min,"Police increasingly utilize scientific laboratory analysis to solve crimes. This program reviews and re-enacts dramatic cases from around the world in which forensic scientists find and examine previously undetectable evidence. Through their hard work, criminals are brought to justice and the innocent are set free.",A series featuring detailed accounts on how notable crimes and diseases were solved through forensic science.
Forever Knight,"['Barney Cohen', 'James D. Parriott', 'Geraint Wyn Davies', 'Catherine Disher', 'Nigel Bennett']","['Canada', 'English', 'Toronto, Ontario, Canada', 'Glen Warren Productions', 'Stereo', 'Color']",3,7.7,2160.0,"['1990s', 'toronto', 'ontario', 'canada', 'vampire', 'crime', 'drama', 'horror', 'mystery']",60 min,"A drama about an 800 year old, angst ridden vampire who lives in present day Toronto as a homicide detective in an attempt to repay for his sins and regain his mortality, with the aid of Natalie Lambert, a mortal coroner, while trying to keep his secret from his partner. His quests are hindered by his tormented past and his seductive 2000 year old master, Lucien Lacroix.","800-year-old vampire Nick Knight quests for redemption as a cop in Toronto, trying to hide his vampiric nature from the rest of the world."
Fortitude,"['Simon Donald', 'Richard Dormer', 'Björn Hlynur Haraldsson', 'Sienna Guillory']","['Official website', 'UK', 'English', 'UK', 'Fifty Fathoms Productions', 'Color']",3,7.4,17479.0,"['town', 'arctic', 'murder', 'police', 'governor', 'drama', 'horror', 'mystery', 'thriller']",60 min,"Fortitude is a place like nowhere else on Earth. Surrounded by the savage beauty of the polar landscape, its future sparkling with the promise of Arctic opportunity, wealth and discovery, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now.","Perched on the edge of the Arctic Circle, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now."
Fosse/Verdon,"['Thomas Kail', 'Steven Levenson', 'Sam Rockwell', 'Michelle Williams', 'Norbert Leo Butz']","['Filmnegah.com (Persian)', 'USA', 'English', 'Silvercup Studios - 42-22 22nd St, Long Island City, New York, USA', 'FX Productions', 'Stereo', 'Color']",1,7.9,1069.0,"['character names as title', 'bob fosse character', 'gwen verdon character', 'biography', 'drama', 'music']",60 min,"An inside look at the romantic and creative partnership between influential choreographer/director, Bob Fosse, and Gwen Verdon, one of the greatest Broadway dancers of all time.","An inside look at the romantic and creative partnership between influential choreographer/director, Bob Fosse, and Gwen Verdon, one of the greatest Broadway dancers of all time."
Foster's Home for Imaginary Friends,"['Craig McCracken', 'Lauren Faust', 'Mike Moon', 'Keith Ferguson', 'Grey Griffin', 'Phil LaMarr']","['Cartoon Network', 'USA', 'English', 'New York City, New York, USA', 'Cartoon Network Studios', 'Color']",6,7.7,16369.0,"['cartoon network', 'bare midriff', 'friend', 'imaginary friend', 'foster home', 'animation', 'adventure', 'comedy', 'family', 'fantasy']",0,"Eight-year-old Mac has outgrown his imaginary friend, says his mother, so he takes his buddy Bloo (a walking, talking security blanket) to Foster's Home for Imaginary Friends. Here all sorts of odd characters, given up by their creators, are welcome to stay until new kids come to adopt them. Mac strikes a deal with Madame Foster, the proprietor: as long as he comes to visit every day, Bloo will not be put up for adoption.",A boy and his beloved imaginary friend are able to stay together at an orphanage of sorts for imaginary friends that children have outgrown to be adopted by new children.
Foyle's War,"['Anthony Horowitz', 'Michael Kitchen', 'Honeysuckle Weeks', 'Anthony Howell']","['ITV [UK]', 'UK', 'English', ""St Mary's Church King's Walden, England, UK"", 'Greenlit Productions', 'Stereo', 'Color']",8,8.4,11372.0,"['1940s', 'world war two', 'new mexico desert', 'new mexico', 'desert', 'crime', 'drama', 'mystery', 'war']",90 min,"It is 1940 and Britain stands almost alone against the might of Nazi Germany across the continent. The terrors of nightly bombing raids are only matched by the fear and hysteria of the population at the prospect of the seemingly inevitable German invasion. It is in this environment that Detective Chief Superintendent Christopher Foyle, of the Hastings Police on the south coast of England, works. Denied a transfer to the war effort, Foyle is nonetheless forced to confront the darkest acts of humanity on a daily basis. With his official driver, Sam, and his subordinate, Paul Milner, Foyle investigates murders, looting and theft, crimes of opportunism, crimes of war, crimes of passion and crimes of greed, because crime isn't stopped because of warfare.","As WW2 rages around the world, DCS Foyle fights his own war on the home-front as he investigates crimes on the south coast of England. Later series sees the retired detective working as an MI5 agent operating in the aftermath of the war."
Fraggle Rock,"['Jim Henson', 'Karen Prell', 'Gerard Parkes', 'Kathryn Mullen']","['Canada', 'English', 'CBC Studios, Toronto, Ontario, Canada', 'Canadian Broadcasting Corporation (CBC)', 'Stereo', 'Color']",5,7.9,6132.0,"['dog', 'puppetry', 'electronic music score', 'surrealism', 'cult tv', 'animation', 'adventure', 'comedy', 'family', 'fantasy', 'musical']",30 min,"Doc and his dog Sprocket have a hole in their wall, behind which live little furry creatures known as Fraggles in a place called Fraggle Rock. The Rock is also home to the Doozers (who are knee-high to a Fraggle) and the Gorgs (who are giants that think they rule the Rock). One gang of Fraggles (Gobo, Mokey, Wembley, Boober, and Red), under the guidance of the all-knowing Trash Heap (Marjorie), learn about each other and their neighbors and eventually befriend the Doozers, the Gorgs--and even Doc and Sprocket. Meanwhile, Gobo's Uncle Matt explores Outer Space (our world) and sends postcards to his nephew about the Silly Creatures (that's us).",The adventures of the various inhabitants of an underground civilization.
Franklin & Bash ,"['Bill Chais', 'Kevin Falls', 'Mark-Paul Gosselaar', 'Breckin Meyer', 'Reed Diamond']","['USA', 'English', 'Atlanta, Georgia, USA', 'FanFare Productions', 'Dolby Digital', 'Color']",4,7.7,12680.0,"['character names as series title', 'surnames as series title', 'lawyer', 'hot shot', 'legal team', 'comedy', 'crime']",60 min,Lawyers and lifelong friends Jared Franklin and Peter Bash are recruited by a large firm's major partner after winning a high-profile case.,Lawyers and lifelong friends Jared Franklin and Peter Bash are recruited by a large firm's major partner after winning a high-profile case.
Frasier,"['David Angell', 'Peter Casey', 'David Lee', 'Kelsey Grammer', 'Jane Leeves', 'David Hyde Pierce']","['USA', 'English', 'Hollywood Forever Cemetery - 6000 Santa Monica Blvd., Hollywood, Los Angeles, California, USA', 'Grub Street Productions', 'Dolby', 'Color']",11,8.1,66592.0,"['radio broadcasting', 'character name as series title', 'forename as series title', 'psychiatrist', 'radio', 'comedy']",22 min,"Dr. Frasier Crane, a successful Boston therapist, moves to Seattle to get a new start on life. He has a radio talk show, which he uses to relay his wit and wisdom to others, but at times he struggles with his own problems with his salt-of-the-earth father, his pretentious brother, and his friends and co-workers.","Dr. Frasier Crane moves back to his hometown of Seattle, where he lives with his father, and works as a radio psychiatrist."
Freakish,"['Leo Howard', 'Liza Koshy', 'Adam Hicks']","['Hulu', 'USA', 'English', 'Lehigh Valley, Pennsylvania, USA', 'AwesomenessTV Production', 'Color']",2,6.6,2076.0,"['horror', 'sci-fi']",22 min,A group of high schoolers struggles against predatory mutants who have taken over their town after a chemical plant meltdown.,A group of high schoolers struggles against predatory mutants who have taken over their town after a chemical plant meltdown.
Freaks and Geeks,"['Paul Feig', 'Linda Cardellini', 'John Francis Daley', 'James Franco']","['USA', 'English', '24219 Heritage Lane, Santa Clarita, California, USA', 'Apatow Productions', 'Dolby', 'Color']",1,8.8,118392.0,"['20th century', 'year 1980', 'year 1981', 'reference to william mckinley', 'chippewa michigan', 'comedy', 'drama']",44 min,"It's the 1980s and at McKinley High, there's two different groups of teenagers, the Freaks with cool and charismatic Daniel Desario and tomboy Lindsay Weir and the Geeks with Lindsay's shy younger brother Sam, gentle Bill Haverchuck, and self-proclaimed ladies' man Neal Schweiber. The show chronicles the normal teen/adolescence problems any teenager goes through including acceptance, drugs, drinking, and bullying.",A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.
Freddie,"['Bruce Helford', 'Conrad Jackson', 'Freddie Prinze Jr.', '1 more credit', 'Freddie Prinze Jr.', 'Jacqueline Obradors', 'Brian Austin Green']","['USA', 'English', 'Columbia/Warner Bros. Ranch - 411 North Hollywood Way, Burbank, California, USA', 'Warner Bros. Television', 'Stereo', 'Color']",1,6.2,1244.0,"['character name as series title', 'one word series title', 'forename as series title', 'chef', 'sitcom', 'comedy']",30 min,"Freddie Moreno is a young, successful chef who owns his own Italian restaurant in Chicago. He generously shares his luxurious apartment with three female generations of family: his niece, sister-in-law and domineering, still very Puerto Rican grandmother. They all often abuse his good nature, financially and otherwise, without showing him the respect and gratitude he deserves, and so does his practically in-living best friend, Chris, who attracts trouble.","A successful chef living in Chicago inherits three generations of family: his niece, his sister-in-law, and his grandmother; and learns to survive living with three very different women."
Freddy's Nightmares,"['Wes Craven', 'Robert Englund', 'Todd Allen', 'Sandahl Bergman']","['USA', 'English', 'New Line Cinema', 'Mono', 'Color']",2,6.5,2418.0,"['usa horror host', 'usa male horror host', 'male horror host', 'horror host', '1990s', 'horror', 'thriller']",60 min,"The evil, sinister killer of the ""Nightmare On Elm Street"" movies, Freddy Krueger, hosts this show, where each week, he shows us a tale of evil and death about the lives of people who live in Springwood.","Freddy, the dream serial killer, hosts this anthology of stories set in Springwood."
Frequency,"['Jeremy Carver', 'Peyton List', 'Riley Smith', 'Devin Kelley']","['Official Facebook', 'USA', 'English', 'Vancouver, British Columbia, Canada', 'Jeremy Carver Productions', 'Stereo', 'Color']",1,7.6,11457.0,"['ham radio', 'murder', 'father daughter relationship', 'serial killer', 'change history', 'drama', 'fantasy', 'mystery', 'sci-fi', 'thriller']",42 min,"A police detective in 2016 discovers that she is able to speak via a ham radio with her estranged father; Frank Sullivan, a detective who died in 1996 and the two must work together to change the history of tragic events to come while also getting the chance to heal their complicated relationship.","A police detective in 2016 discovers that she is able to communicate with her father via a ham radio, despite the fact that he died in 1996."
Fresh Off the Boat,"['Nahnatchka Khan', 'Randall Park', 'Constance Wu', 'Hudson Yang']","['Official site', 'USA', 'English', 'Fierce Baby Productions', 'Stereo', 'Color']",6,7.9,19317.0,"['set in 1990s', '1990s', 'orlando florida', 'asian american', 'scolding', 'comedy']",22 min,"Loosely based on the life of Eddie Huang during the mid-to-late 1990s, an Asian-American family decides to move to Orlando, Florida from Washington D.C. in order to embrace the ""American Dream,"" facing many obstacles as they try to assimilate with the new culture that surrounds them.",A Taiwanese family makes their way in America during the 1990s.
Friday Night Dinner,"['Tamsin Greig', 'Simon Bird', 'Paul Ritter']","['UK', 'English', '23 Parkside, Mill Hill, Barnet, London, England, UK', 'Popper Pictures', 'Stereo', 'Color']",6,8.1,9026.0,"['grandmother', 'neighbor', 'day in title', 'sitcom', 'family dinner', 'comedy']",24 min,"Two siblings share their Friday night dinners at their parents home and, somehow, something always goes wrong.","Two siblings share their Friday night dinners at their parents home and, somehow, something always goes wrong."
Friday Night Lights,"['Peter Berg', 'Kyle Chandler', 'Connie Britton', 'Zach Gilford']","['NBC [United States]', 'USA', 'English', 'Georgetown, Texas, USA', 'Imagine Television', 'Dolby Digital', 'Color']",5,8.7,50935.0,"['coach', 'football', 'small town', 'texas', 'high school', 'drama', 'sport']",44 min,"In the small town of Dillon, Texas, one night matters: Friday Night. Eric Taylor has recently been hired as the head football coach for the Dillon High School Panthers, the town's pride and joy. Friday Night Lights displays the stress that the town gives the high school players to win, and the hope that the team gives to a small town, and how a team has its low points, its high points, and how they come together as a team on their way to victory.","The trials and tribulations of small town Texas football players, their friends, family, and coaching staff."
Friday Night with Jonathan Ross,"['Jonathan Ross', 'Stephen de Martin', 'Ian Parkin']","['UK', 'English', 'Hot Sauce', 'Stereo', 'Color']",18,7.6,2331.0,"['musical guest', 'five word title', 'friday', 'day in title', 'performer name in title', 'comedy', 'music', 'talk-show']",60 min,"A mix of music, comedy and celebrity chat hosted by fast-witted comic Jonathan Ross.","A mix of music, comedy and celebrity chat hosted by fast-witted comic Jonathan Ross."
Friday the 13th: The Series,"['Frank Mancuso Jr.', 'Larry B. Williams', 'Louise Robey', 'Chris Wiggins', 'John D. LeMay']","['Official Facebook', 'Canada', 'English', 'Toronto, Ontario, Canada', 'Variety Artists International', 'Mono', 'Color']",3,7.6,2826.0,"['misleading title', '1980s', '1990s', 'antique', 'cursed', 'horror']",60 min,"An old antique dealer made a pact with the Devil to sell cursed antiques. When he dies, his store is inherited by his niece Micki and her cousin Ryan. With the help of Jack Marshak, they fight to retrieve the antiques from the people who bought them to stop them from causing harm.",Two young antique store owners must recover cursed antiques.
Friends,"['David Crane', 'Marta Kauffman', 'Jennifer Aniston', 'Courteney Cox', 'Lisa Kudrow']","['Official Facebook', 'USA', 'English', 'Las Vegas, Nevada, USA', 'Warner Bros. Television', 'Stereo', 'Color']",10,8.9,671009.0,"['friendship', 'friend', 'roommate', 'divorce', 'new york city', 'comedy', 'romance']",22 min,"Rachel Green, Ross Geller, Monica Geller, Joey Tribbiani, Chandler Bing and Phoebe Buffay are six 20 something year-olds, living off of one another in the heart of New York City. Over the course of ten years, this average group of buddies goes through massive mayhem, family trouble, past and future romances, fights, laughs, tears and surprises as they learn what it really means to be a friend.",Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.
Friends with Benefits,"['Scott Neustadter', 'Michael H. Weber', 'Ryan Hansen', 'Danneel Ackles', 'Zach Cregger']","['Official site', 'USA', 'English', 'Los Angeles, California, USA', '20th Century Fox Television']",1,6.7,3217.0,"['friends with benefits', 'comedy']",21 min,"Five friends are all looking for the loves of their lives, but settle for less in the meantime.","Five friends are all looking for the loves of their lives, but settle for less in the meantime."
Friends with Better Lives,"['Dana Klein', 'James Van Der Beek', 'Majandra Delfino', 'Zoe Lister-Jones']","['USA', 'English', 'Liscolade Productions', 'Dolby', 'Color']",1,7.1,5936.0,['comedy'],22 min,A comedy centered around six 30-something friends who each think the other has it better.,A comedy centered around six 30-something friends who each think the other has it better.
Fringe,"['J.J. Abrams', 'Alex Kurtzman', 'Roberto Orci', 'Anna Torv', 'Joshua Jackson', 'John Noble']","['Official Facebook', 'USA', 'English', 'British Columbia, Canada', 'Bad Robot', 'Dolby Digital', 'Color']",5,8.4,206495.0,"['harvard university', 'scientist', 'fbi', 'fbi agent', '2000s', 'drama', 'mystery', 'sci-fi', 'thriller']",46 min,"The FBI teams up with a formerly-institutionalized scientist - who was performing experiments on the fringe of real science - and his son to investigate weird crimes that are seemingly part of a larger pattern, and may be connected with a global company called Massive Dynamic.",An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.
Frisky Dingo,"['Adam Reed', 'Matt Thompson', 'Adam Reed', 'Eric Sims', 'Neal Holman']","['Adult Swim [UK]', 'USA', 'English', 'Atlanta, Georgia, USA', '70/30 Productions', 'Color']",2,8.2,6304.0,"['late night', 'adult animation', 'animation', 'comedy', 'sci-fi']",11 min,"Xander Crews is a billionaire playboy whose alter ego is the superhero Awesome X. He'd much rather goof around as a superhero than tend to the everyday aspects of running a corporation. The only problem is that Awesome X has gotten rid of every super-villain in the city, and now his board head Stan wants him to retire as a hero and get down to saving the company he's been running into the ground with his superhero expenses. Coincidentally, a new super-villain named Killface appears. His goal is to destroy humanity using the Annihilatrix, a machine which upon completion will hurl the earth into the sun. The only problem is that he has no way of getting the 12 billion dollars needed to complete his doomsday device. Luckily there happens to be a billionaire playboy in town...","A philandering billionaire playboy who moonlights as the superhero, Awesome X, faces against his greatest adversary, Killface, but finds balancing his business and superhero lives difficult."
From Dusk Till Dawn: The Series,"['Robert Rodriguez', 'D.J. Cotrona', 'Zane Holtz', 'Jesse Garcia']","['Official Facebook', 'USA', 'English', 'Austin, Texas, USA', 'FactoryMade Ventures', 'Color']",3,7.0,17531.0,"['christian', 'vampire', 'texas', 'texas ranger', 'criminal duo', 'action', 'crime', 'horror']",45 min,A Texas Ranger is in hot pursuit of the infamous Gecko brothers and their hostages. They all end up trapped in a desert bar secretly run by vampires and discover a vampire conspiracy.,A Texas Ranger is in hot pursuit of the infamous Gecko brothers and their hostages. They all end up trapped in a desert bar secretly run by vampires and discover a vampire conspiracy.
Frontier,"['Rob Blackie', 'Peter Blackie', 'Jason Momoa', 'Landon Liboiron', 'Zoe Boyle']","['Canada', 'English', 'Newfoundland and Labrador, Canada', 'Take the Shot Productions', 'Stereo', 'Color']",3,7.3,12912.0,"['adventure', 'drama', 'history']",60 min,"Follows Declan Harp, a half-Irish/half Cree Native-Canadian outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada.","Follows Declan Harp, a half-Irish/half Cree Native-Canadian outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada."
Frontline,"['Will Lyman', 'Sarah Childress', 'Arun Rath']","['PBS', 'USA', 'English', 'Color']",37,8.5,1366.0,"['united states', 'public affairs', 'investigative journalism', 'military', 'armed forces', 'documentary']",60 min,Investigative journalist documentaries.,Investigative journalist documentaries.
Full Frontal with Samantha Bee,"['Samantha Bee', 'Allana Harkin', 'Ashley Nicole Black']","['Official Facebook', 'USA', 'English', 'Jax Media', 'Stereo', 'Color']",3,5.9,5176.0,"['witty host', 'current events', 'journalism', 'social commentary', 'late night', 'comedy', 'news', 'talk-show']",21 min,"One of the most unique and visible comedic voices on television is coming to TBS in Full Frontal with Samantha Bee. Breaking up late-night's all-male sausage fest, this new show from the longtime Daily Show correspondent will feature Samantha's nuanced view of political and cultural issues, her sharp interview skills and her repartee with world leaders.",Comedian Samantha Bee gives her own wry commentary to the contemporary issues of the day.
