title,cast,details,num_seasons,user_rating,num_ratings,keywords,runtime,synopsis,plot
Once Upon a Time in Wonderland,"['Jane Espenson', 'Zack Estrin', 'Adam Horowitz', '1 more credit', 'Sophie Lowe', 'Michael Socha', 'Peter Gadiot']","['Official site', 'Canada', 'English', 'Vancouver, British Columbia, Canada', 'ABC Studios', 'Stereo', 'Color']",1,7.0,10802.0,"['hat', 'literary character', 'alice character', 'knave of hearts character', 'red queen character', 'adventure', 'drama', 'fantasy', 'mystery', 'romance']",42 min,"In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole.","In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole."
One Big Happy,"['Liz Feldman', 'Elisha Cuthbert', 'Nick Zano', 'Kelly Brook']","['Official Facebook', 'USA', 'English', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'Visualized', 'Stereo', 'Color']",1,5.8,2696.0,['comedy'],21 min,A lesbian and her straight guyfriend decide to have a baby together.,A lesbian and her straight guyfriend decide to have a baby together.
One Foot in the Grave,"['Richard Wilson', 'Annette Crosbie', 'Doreen Mantle']","['UK', 'English', ""BBC Television Centre, Wood Lane, Shepherd's Bush, London, England, UK"", 'British Broadcasting Corporation (BBC)', 'Stereo', 'Color']",6,7.8,4825.0,"['grumpy old man', 'british comedy', 'catchphrase', 'british humor', '1990s', 'comedy', 'drama']",30 min,"In this classic bittersweet sitcom from award-winning writer David Renwick, Richard Wilson plays the short-tempered Victor Meldrew, a man who doesn't suffer fools gladly, and to his misery frequently encounters them as well as enduring endless misfortune. His long-suffering wife Margaret (Annette Crosbie) struggles to cope with his rants against the world and the bad luck that befalls them. The hilarity that ensures is underpinned by a poignant, often darker edge little seen in most sitcoms.","Victor Meldrew is a retiree who attracts bad luck. If he's not driving his long suffering wife Margaret crazy with his constant moaning, he's fighting with neighbors."
One Life to Live,"['Agnes Nixon', 'Erika Slezak', 'Michael Easton', 'Kristen Alderson']","['-Billy (Ryan Phillippe) Feels Guilty - 1992', 'USA', 'English', 'Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA', 'American Broadcasting Company (ABC)', 'Dolby Digital', 'Color']",2013,7.0,2037.0,"['interracial relationship', 'soap opera', '21st century', '20th century', '2010s', 'drama', 'romance']",30 min,"One Life to Live premiered in 1968, centering on the lives of the citizens of the fictional town of Llanview, PA. Concentrating on the wealthy Lord family, and the middle-class Woleks and Rileys, the show was one of the first daytime dramas to depict people from all sorts of backgrounds. The show was the first to depict an interracial relationship, and among the first to explore drug addiction. It has also depicted dissociative identity disorder, cultism, out-of-body experiences, international espionage, time travel, and even underground cities!","One Life to Live centres takes place in the fictional town of Llanview, PA.around the wealthy Lord family, and the middle-class Woleks and Rileys."
One Mississippi,"['Diablo Cody', 'Tig Notaro', 'Tig Notaro', 'John Rothman', 'Noah Harpster']","['USA', 'English', 'Texas City, Texas, USA', 'Amazon Studios', 'Stereo', 'Color']",2,7.2,2871.0,"['funeral', 'death', 'eulogy', 'family relationships', 'father in law', 'comedy', 'drama']",26 min,"This semi-autobiographical dark comedy starring Tig Notaro follows her as she returns to her hometown after the sudden death of her mother. Still reeling from her own declining health problems, Tig struggles to find her footing with the loss of the one person in her life who understood her. All while dealing with her clingy girlfriend and her dysfunctional family.",This semi-autobiographical dark comedy starring Tig Notaro follows her as she returns to her hometown after the sudden death of her mother. Still reeling from her own declining health 
One Strange Rock,"['Will Smith', 'Chris Hadfield', 'Jerry Linenger']","['Official Facebook', 'USA', 'English', 'Protozoa Pictures', 'Color']",2,8.9,3181.0,['documentary'],47 min,The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through unique perspective.,The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through unique perspective.
One Tree Hill,"['Mark Schwahn', 'Chad Michael Murray', 'James Lafferty', 'Hilarie Burton']","['CW', 'USA', 'English', 'Eugene Ashley High School, 555 Halyburton Memorial Parkway, Wilmington, North Carolina, USA', 'Warner Bros. Television', 'Stereo', 'Color']",9,7.7,66636.0,"['high school', 'basketball', 'north carolina', 'high school basketball', 'coach', 'drama', 'romance', 'sport']",60 min,"This series follows the eventful lives of some high-school kids in Tree Hill, a small but not too quiet town in North Carolina, where the greatest source of pride is the high school basketball team, the Ravens, since living memory coached by old Whitey Durham. Its greatest talent ever was Dan Scott, who now runs a successful car dealership. The present talents are his two sons, Nathan Scott, a beautiful and popular athlete, the absolute star, who was molded and stifled by his proud dad, ambitious Dan Scott, who pushes him harder then even the coach approves of, but rather neglected by his spoiled, impulsive mother Deb, an alcoholic, and Lucas, abandoned at birth with his devoted mother, hard-working café-owner Karen Roe, who grew up with Dan's older but poor brother Keith as substitute father as a social reject, only playing hoops on a public yard in the park with street-kids, his passion being reading; when an incident forces the coach to replace suspended players, Lucas soon proves ...","Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
Operation Repo,"['Lou Pizarro', 'Froylan Tercero', 'Matt Burch', 'Sonia Pizarro']","['Official site', 'USA', 'English', 'Arietis', 'Color']",11,3.1,1592.0,"['fictional reality show', 'reality-tv']",0,"Take a look inside the fast-paced, high pressure world of car repossession with a team of highly trained professionals from California's San Fernando Valley.","Take a look inside the fast-paced, high pressure world of car repossession with a team of highly trained professionals from California's San Fernando Valley."
Orphan Black,"['Kim Coghill', 'Andrew De Angelis', 'Jeff Detsky', '8 more credits', 'Tatiana Maslany', 'Dylan Bruce', 'Jordan Gavaris']","['BBC America [United States]', 'Canada', 'English', 'Toronto, Ontario, Canada', 'Temple Street Productions', 'Stereo', 'Color']",5,8.3,92643.0,"['female protagonist', 'suicide', 'brainwashed assassin', 'mad scientist', 'genetic enhancement', 'action', 'drama', 'sci-fi']",44 min,"SPOILER: Orphan Black follows outsider, orphan and street-wise chameleon Sarah. After witnessing a woman's suicide, Sarah assumes the stranger's identity - who happens to look just like her. Expecting to solve all her problems by cleaning out the dead woman's savings, Sarah is instead thrust headlong into a kaleidoscopic mystery as she realizes the dizzying truth - she and the dead woman are clones. As Sarah searches for answers, she discovers the chilling fact that there are more people like her out there - genetically identical individuals who were planted in unsuspecting birth parents and nurtured in completely different circumstances. With no idea who created the clones, she'll need to discover the reason in a hurry as an assassin is killing them one by one.",A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.
Oswald,"['Lisa Eve Huberman', 'Dan Yaccarino', 'Fred Savage', 'Debi Derryberry', 'Crystal Scales']","['UK', 'English', 'HIT Entertainment', 'Color']",1,7.5,1120.0,"['animation', 'family', 'musical']",30 min,"A story of a blue octopus and his dog that looks like a hotdog, named Weenie, and their friends like Daisy the daisy, and Henry the penguin. They go on adventures in their town that usually involves a problem that needs to be solved.","A story of a blue octopus and his dog that looks like a hotdog, named Weenie, and their friends like Daisy the daisy, and Henry the penguin. They go on adventures in their town that usually"
Other Space,"['Paul Feig', 'Trace Beaulieu', 'Neil Casey', 'Eugene Cordero']","['USA', 'English', 'Abominable Pictures', 'Color']",1,7.1,2031.0,"['alien', 'outer space', 'year 2105', 'spaceship', 'space exploration', 'adventure', 'comedy', 'sci-fi']",30 min,"It is the year 2105... a young, inexperienced and highly flawed crew embarks on a routine exploratory space mission. Suddenly, their ship, the UMP Cruiser, is drawn through a portal into a different, mysterious universe. With no maps, no contact, and no way back home, Captain Stewart Lipinski, First Officer/Stewart's-Older-Sister Karen Lipinski and their crew have to learn to work together, all while dealing with mysterious space clouds, food and fuel shortages, robot rebellions, folds in time, and the occasional alien attack.","A young and inexperienced crew venture into space to face mysterious clouds, folds in time and the occasional alien attack, as well as more household challenges."
Our Cartoon President,"['Stephen Colbert', 'R.J. Fried', 'Matt Lappin', '2 more credits', 'Jeff Bergman', 'James Adomian', 'Gabriel Gundacker']","['Press Release', 'USA', 'English', 'CBS Broadcasting', 'Color']",2,5.1,2378.0,"['political satire', 'political humor', 'goofball', 'gag humor', 'animation', 'comedy']",30 min,"This fresh, cutting-edge comedy presents the truish adventures of Trump's confidants and bon vivants - family, top associates, heads of government, golf pros and anyone else straying into his orbit - intrepidly exploring their histories and their psyches, revealing insights into what makes them so definitively Trumpian. It's a workplace comedy where the office happens to be oval; it's a character study in search of character, as seen through the eyes of an imaginary documentary crew.","This fresh, cutting-edge comedy presents the truish adventures of Trump's confidants and bon vivants - family, top associates, heads of government, golf pros and anyone else straying into "
Our Planet,['David Attenborough'],"['Official Netflix', 'USA', 'English', 'Silverback Films', 'Dolby Digital', 'Color']",1,9.4,10381.0,['documentary'],60 min,"Documentary series focusing on the breadth of the diversity of habitats around the world, from the remote Arctic wilderness and mysterious deep oceans to the vast landscapes of Africa and diverse jungles of South America.","Documentary series focusing on the breadth of the diversity of habitats around the world, from the remote Arctic wilderness and mysterious deep oceans to the vast landscapes of Africa and diverse jungles of South America."
