A.P. Bio,59,6.7,https://www.imdb.com/title/tt6461726/?ref_=adv_li_tt,"[""Michael Patrick O'Brien"", 'Jacob Houston', 'Jean Villepique', 'Allisyn Ashley Arm', 'Jacob Houston', 'Jean Villepique', 'Allisyn Ashley Arm', 'Glenn Howerton', 'Aparna Brielle', 'Eddie Leavy', 'Patton Oswalt', 'Nick Peine', 'Lyric Lewis', 'Sari Arambulo', 'Marisa Baram', 'Spence Moore II', 'Jacob McCarthy', 'Tucker Albrizzi', 'Jacob Timothy Manown', 'Paula Pell']","['USA', 'English', 'CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA', 'Broadway Video', 'Stereo', 'Color']",2,7.1,6780.0,"['school', 'high school', 'revenge', 'biology class', 'incompetent school principal', 'comedy']",21 min,"A former philosophy professor who takes a job teaching AP biology, uses his students to get back at the people in his life who have wronged him.","A former philosophy professor who takes a job teaching AP biology, uses his students to get back at the people in his life who have wronged him."
About A Boy,67,7.6,https://www.imdb.com/title/tt2666270/?ref_=adv_li_tt,"['Jason Katims', 'David Walton', 'Benjamin Stockham', 'Al Madrigal', 'David Walton', 'Benjamin Stockham', 'Al Madrigal', 'Minnie Driver', 'Annie Mumolo']","['USA', 'English', 'True Jack Productions', 'Stereo', 'Color']",2,7.5,7727.0,"['based on novel', 'comedy', 'drama', 'romance']",22 min,"Will Freeman lives a charmed existence. After writing a hit song, he was granted a life of free time, free love and freedom from financial woes. He's single, unemployed and loving it. So imagine his surprise when Fiona, a needy single mom and her oddly charming 11-year-old son, Marcus, move in next door and disrupt his perfect world. When Marcus begins dropping by his home unannounced, Will's not so sure about being a kid's new best friend, until, of course, Will discovers that women find single dads irresistible. That changes everything and a deal is struck: Marcus will pretend to be Will's son and, in return, Marcus is allowed to chill at Will's house, play ping-pong and gorge on steaks, something his very vegan mom would never allow. Before he realizes it, Will starts to enjoy the visits and even finds himself looking out for the kid. In fact, this newfound friendship may very well teach him a thing or two that he never imagined possible - about himself and caring for others.","Will Freeman lives a charmed existence. After writing a hit song, he was granted a life of free time, free love and freedom from financial woes. He's single, unemployed and loving it. So "
Absentia,59,6.5,https://www.imdb.com/title/tt6794990/?ref_=adv_li_tt,"['Matthew Cirulnick', 'Gaia Violo', 'Patrick McAuley', 'Stana Katic', 'Patrick Heusinger', 'Patrick McAuley', 'Stana Katic', 'Patrick Heusinger', 'Cara Theobold', 'Neil Jackson', 'Paul Freeman', 'Angel Bonanni', 'Bruno Bichir', 'Ralph Ineson', 'Amber Aga', 'Lydia Leonard', 'Matthew Le Nevez', 'Natasha Little', 'Hugh Quarshie']","['Official Facebook', 'Israel', 'English', 'Sofia, Bulgaria', 'Masha Productions', 'Stereo', 'Color']",2,7.3,7326.0,"['slasher', 'exploitation', 'crime', 'drama', 'mystery', 'thriller']",60 min,"She disappeared. No one heard from her for six years. No one knows what happened to her, not even her. An FBI Agent tracking a Boston serial killer vanishes, and is declared dead. Six years later, she is found in a cabin in the woods, with no memory of what happened during the time she went missing. She comes back to a husband who has remarried, and whose wife is raising her son. She will have to navigate in her new reality, and she will soon find herself implicated in a new series of murders.","After being declared dead in absentia, an FBI agent must reclaim her family, identity and innocence when she finds herself the prime suspect in a string of murders."
Accidentally on Purpose,50,6.2,https://www.imdb.com/title/tt1441096/?ref_=adv_li_tt,"['Claudia Lonow', 'Jenna Elfman', 'Jon Foster', 'Ashley Jensen', 'Jenna Elfman', 'Jon Foster', 'Ashley Jensen', 'Lennon Parham', 'Nicolas Wright', 'Grant Show', 'Pooch Hall', 'Kimberly Manion']","['CBS [United States]', 'USA', 'English', 'BermanBraun', 'Stereo', 'Color']",1,6.3,6238.0,"['comedy', 'romance']",22 min,"Billie, a woman in her 30's, wants to settle down and have a family. When she tells her boyfriend James this, he tells her he doesn't want that, so they break up. She gets drunk and hooks up with a guy named Zack. Upon discovering that she's pregnant, he moves in to try and help her.","Billie, a woman in her 30's, wants to settle down and have a family. When she tells her boyfriend James this, he tells her he doesn't want that, so they break up. She gets drunk and hooks "
According to Jim,0,8.3,https://www.imdb.com/title/tt0285351/?ref_=adv_li_tt,"['Tracy Newman', 'Jonathan Stark', 'Jim Belushi', 'Courtney Thorne-Smith', 'Larry Joe Campbell', 'Jim Belushi', 'Courtney Thorne-Smith', 'Larry Joe Campbell', 'Taylor Atelian', 'Billi Bruno', 'Kimberly Williams-Paisley', 'Conner Rayburn']","['ABC [United States]', 'USA', 'English', 'CBS Studio Center - 4024 Radford Avenue, Studio City, Los Angeles, California, USA', 'Newman/Stark', 'Dolby Digital', 'Color']",8,6.4,32227.0,"['21th century', '2000s', 'suburb', 'sports fan', 'parenting', 'comedy', 'romance']",30 min,"A television show centered around a macho everyman, his loving wife, and their three precocious children.","A television show centered around a macho everyman, his loving wife, and their three precocious children."
Ace of Cakes,0,0,https://www.imdb.com/title/tt0842903/?ref_=adv_li_tt,"['Erica Reid Harrison', 'Duff Goldman', 'Geoffry Manthorne', 'Duff Goldman', 'Elena Fox', 'Mary Smith']","['Food Network', 'USA', 'English', 'Baltimore, Maryland, USA', 'Authentic Entertainment', 'Color']",10,7.2,1157.0,"['cake', 'chef', 'baltimore maryland', 'food', 'fondant', 'reality-tv']",21 min,"Chef and owner of Charm City Cakes in Baltimore, Maryland, Duff Goldman, and his crew of decorators attempt to create amazing and awe-inspiring cakes for their clients each week.","Chef and owner of Charm City Cakes in Baltimore, Maryland, Duff Goldman, and his crew of decorators attempt to create amazing and awe-inspiring cakes for their clients each week."
Adventure Time,0,7.8,https://www.imdb.com/title/tt1305826/?ref_=adv_li_tt,"['Pendleton Ward', 'John DiMaggio', 'Jeremy Shada', 'Tom Kenny', 'John DiMaggio', 'Jeremy Shada', 'Tom Kenny', 'Hynden Walch']","['Hulu', 'USA', 'English', 'Frederator Studios', 'Stereo', 'Color']",10,8.6,65612.0,"['cult tv', 'boy', 'dog', 'human', 'castle', 'animation', 'action', 'adventure', 'comedy', 'family', 'fantasy', 'sci-fi']",11 min,"A 12-year-old boy and his best friend, wise 28-year-old dog with magical powers, go on a series of surreal adventures with each other.","A 12-year-old boy and his best friend, wise 28-year-old dog with magical powers, go on a series of surreal adventures with each other."
After Life,57,8.0,https://www.imdb.com/title/tt8398600/?ref_=adv_li_tt,"['Ricky Gervais', 'Tom Basden', 'Tony Way', 'Ricky Gervais', 'Tom Basden', 'Tony Way', 'Diane Morgan', 'Mandeep Dhillon', 'David Bradley', 'Ashley Jensen', 'Kerry Godliman', 'Paul Kaye', 'Michelle Greenidge', 'Tommy Finnegan', 'Penelope Wilton', 'Tim Plester', 'Joe Wilkinson', 'Roisin Conaty', 'Jo Hartley', 'Ethan Lawrence']","['Official Netflix', 'UK', 'English', 'Stereo', 'Color']",2,8.5,35670.0,"['comedy', 'drama']",30 min,"After Tony's wife dies unexpectedly, his nice-guy persona is altered into an impulsive, devil-may-care attitude taking his old world by storm.","After Tony's wife dies unexpectedly, his nice-guy persona is altered into an impulsive, devil-may-care attitude taking his old world by storm."
Afterlife,0,0,https://www.imdb.com/title/tt0435937/?ref_=adv_li_tt,"['Stephen Volk', 'Lesley Sharp', 'Andrew Lincoln', 'Kate Duchêne', 'Lesley Sharp', 'Andrew Lincoln', 'Kate Duchêne', 'Anna Wilson-Jones']","['ITV [UK]', 'UK', 'English', 'Bristol, England, UK', 'Clerkenwell Films', 'Stereo', 'Color']",2,7.9,1773.0,"['supernatural power', 'psychic', 'drama', 'horror', 'mystery', 'thriller']",47 min,University lecturer Robert Bridge (Andrew Lincoln) becomes involved in a series of supernatural events surrounding medium Alison Mundy (Lesley Sharp) in this chilling TV series.,University lecturer Robert Bridge (Andrew Lincoln) becomes involved in a series of supernatural events surrounding medium Alison Mundy (Lesley Sharp) in this chilling TV series.
Against The Wall,59,8.0,https://www.imdb.com/title/tt1836237/?ref_=adv_li_tt,"['Annie Brunner', 'Rachael Carpani', 'Kathy Baker', 'Marisa Ramirez', 'Rachael Carpani', 'Kathy Baker', 'Marisa Ramirez', 'Brandon Quinn', 'Mayko Nguyen', 'Andrew W. Walker', 'Chris Johnson', 'Treat Williams', 'Daniel Kash', 'Steve Byers', 'James Thomas']","['USA', 'English', 'Universal Cable Productions', 'Color']",1,7.3,1710.0,"['chicago illinois', 'internal affairs', 'brother sister relationship', 'police', 'crime', 'drama']",60 min,A family drama set in Chicago following policewoman who causes a rift with her three cop brothers when she decides to join the department's Internal Affairs division.,A family drama set in Chicago following policewoman who causes a rift with her three cop brothers when she decides to join the department's Internal Affairs division.
Agatha Christie's Marple,0,0,https://www.imdb.com/title/tt1734537/?ref_=adv_li_tt,"['Geraldine McEwan', 'Julia McKenzie', 'Stephen Churchett', 'Geraldine McEwan', 'Julia McKenzie']","['UK', 'English', 'Eastbourne, East Sussex, England, UK', 'Chorion', 'Stereo', 'Color']",6,7.8,4683.0,"['three word series title', 'surname in series title', 'author name in series title', 'murder', 'village', 'crime', 'drama', 'mystery']",93 min,"Based on Dame Agatha Christie's crime novels and short stories, the show follows the adventures of Miss Jane Marple, an elderly spinster living in the quiet little village of St Mary Mead. During her many visits to friends and relatives in other villages, Miss Marple often stumbles upon mysterious murders which she helps solve. Although the police are sometimes reluctant to accept Miss Marple's help, her reputation and unparalleled powers of observation eventually win them over.","An elderly spinster living in the village of St. Mary Mead, helps her friends and relatives solve mysterious murders."
Agent X,43,5.5,https://www.imdb.com/title/tt3499120/?ref_=adv_li_tt,"['W. Blake Herron', 'Sharon Stone', 'Gerald McRaney', 'Jeff Hephner', 'Sharon Stone', 'Gerald McRaney', 'Jeff Hephner', 'Jamey Sheridan', 'John Shea', 'Mike Colter', 'Andrew Howard', 'Olga Fonda']","['USA', 'English', 'Vancouver, British Columbia, Canada', 'Beacon Pictures', 'Stereo', 'Color']",1,6.2,3892.0,"['action', 'drama']",60 min,"Hidden from the view of the public - and even from the President - there is a top secret agent who is trained and ready to serve, deployed only at the careful discretion of the Vice President.","Hidden from the view of the public - and even from the President - there is a top secret agent who is trained and ready to serve, deployed only at the careful discretion of the Vice President."
Air Emergency,0,0,https://www.imdb.com/title/tt0386950/?ref_=adv_li_tt,"['Bernard Vaillot', 'Andre Barro', 'Greg Gransden', 'Stephen Bogaert', 'Jonathan Aris', 'Gregory Feith', 'Stephen Bogaert']","['Canada', 'English', 'Toronto, Ontario, Canada', 'Cineflix Productions', 'Color']",20,8.9,3077.0,"['reenactment', 'documentary', 'drama', 'history', 'reality-tv']",0,"Major real-life air disasters are depicted in this TV series. Each episode features a detailed dramatized reconstruction of the incident based on cockpit voice recorders and air traffic control transcripts, as well as eyewitnesses recounts and interviews with aviation experts. Sometimes, interviews with investigators who dealt with the disaster or even actual footage are featured.","Dramatized reconstruction of real-life air disasters, along with interviews with aviation experts and eyewitnesses."
Air Gear,0,8.5,https://www.imdb.com/title/tt0953916/?ref_=adv_li_tt,"['Oh! Great', 'Kenta Kamakari', 'Mariya Ise', 'Chris Patton', 'Kenta Kamakari', 'Chris Patton', 'Luci Christian', 'Candice Moore', 'Masami Kikuchi', 'Greg Ayres', 'Kyle Jones', 'John Swasey', 'Scott Evans', 'Andrea Kwan', 'Emily Woo Zeller', 'Mark Laskowski', 'David Wald', 'Kira Vincent-Davis', 'Blake Shepard', 'Monica Rial', 'John Gremillion', 'Hilary Haag', 'Shelley Calene-Black', 'Jason Douglas', 'Jay Hickman']","['Official site [Japan]', 'USA', 'English', 'Marvelous Entertainment', 'Color']",1,7.3,1009.0,"['older actors younger roles', 'orphan', 'gang', 'roller skating', 'roller skate', 'animation', 'action', 'comedy', 'sport']",25 min,"A couple of orphans form a gang called Storm Riders and try to become top dogs in the competitive world of professional and street sport that involves Air Treks, futuristic motorized rollerblades that can achieve super speed.","A couple of orphans form a gang called Storm Riders and try to become top dogs in the competitive world of professional and street sport that involves Air Treks, futuristic motorized rollerblades that can achieve super speed."
Airwolf,0,0,https://www.imdb.com/title/tt0086662/?ref_=adv_li_tt,"['Donald P. Bellisario', 'Jan-Michael Vincent', 'Alex Cord', 'Ernest Borgnine', 'Jan-Michael Vincent', 'Alex Cord', 'Ernest Borgnine', 'Jean Bruce Scott']","['Official soundtrack site', 'USA', 'English', 'Monument Valley, Arizona, USA', 'Belisarius Productions', 'Mono', 'Color']",3,6.8,8617.0,"['female gunfighter', 'vietnam war veteran', 'helicopter', 'cult tv', 'action hero', 'action', 'adventure', 'sci-fi']",60 min,"Airwolf is the most sophisticated helicopter imaginable (flies halfway round the world, outruns jet planes). Stringfellow Hawke is its pilot, essentially blackmailing a secret US agency into finding his brother (lost in Vietnam) while he flies dangerous assignments for ""The Firm.""","As part of a deal with an intelligence agency to look for his missing brother, a renegade pilot goes on missions with an advanced battle helicopter."
Aladdin,0,7.0,https://www.imdb.com/title/tt0105935/?ref_=adv_li_tt,"['Scott Weinger', 'Linda Larkin', 'Dan Castellaneta', 'Dan Castellaneta', 'Scott Weinger', 'Gilbert Gottfried', 'Frank Welker', 'Quinton Flynn', 'Linda Larkin', 'Jim Cummings', 'Val Bettin']","['USA', 'English', 'Walt Disney Television', 'Stereo', 'Color']",3,7.3,7545.0,"['princess', 'aladdin', 'hero', 'monkey', 'parrot', 'animation', 'adventure', 'comedy', 'family', 'fantasy', 'romance']",30 min,"While Aladdin may still be living on the streets of Agrabah, he is now engaged to the beautiful and spirited Princess Jasmine. ""Al"" and Jasmine, along with monkey sidekick Abu, the Magic Carpet, the fast-talking, shape-shifting Genie, and Iago the short-tempered parrot continue their adventures exploring the world and protecting Agrabah.","Aladdin, the clever hero of Agrabah, continues his adventures with the help of his fiancee Princess Jasmine, his pet monkey Abu, Magic Carpet, Iago the greedy parrot, and of course his best friend the semi-cosmic Genie."
Alcatraz,62,6.6,https://www.imdb.com/title/tt1728102/?ref_=adv_li_tt,"['Steven Lilien', 'Elizabeth Sarnoff', 'Bryan Wynbrandt', 'Sarah Jones', 'Jorge Garcia', 'Jonny Coyne', 'Sarah Jones', 'Jorge Garcia', 'Jonny Coyne', 'Parminder Nagra', 'Sam Neill', 'Leon Rippy', 'Jason Butler Harner', 'David Hoflin', 'Jeffrey Pierce']","['USA', 'English', 'North Shore Studios, North Vancouver, British Columbia, Canada', 'Bonanza Productions', 'Dolby Digital', 'Color']",1,7.0,37460.0,"['alcatraz', 'prison', 'latex gloves', 'prison island', 'san francisco california', 'action', 'crime', 'drama', 'mystery', 'thriller']",60 min,"Switching between eras, Alcatraz focuses on the Alcatraz prison, which was shut down in 1963 due to unsafe conditions for its prisoners and guards. The show's premise is that both the prisoners and the guards disappeared in 1963 and have abruptly reappeared in modern-day San Francisco, where they are being tracked down by a government agency.","In 1963, all the prisoners and guards mysteriously disappear from Alcatraz. In the present day, they resurface and a secret agency are tasked with re-capturing them."
"Alex, Inc.",49,4.6,https://www.imdb.com/title/tt6466948/?ref_=adv_li_tt,"['Matt Tarses', 'Zach Braff', 'Tiya Sircar', 'Hillary Anne Matthews', 'Zach Braff', 'Tiya Sircar', 'Hillary Anne Matthews', 'Elisha Henig', 'Michael Imperioli', 'Preston Bradley']","['Official site', 'USA', 'English', 'New York, USA', 'Two Soups Productions', 'Stereo', 'Color']",1,5.7,1684.0,['comedy'],30 min,"Alex, who is in his mid-30s with a wife and two kids, makes the crazy decision to quit his good job and dive into the brave new world of starting a business.","Alex, who is in his mid-30s with a wife and two kids, makes the crazy decision to quit his good job and dive into the brave new world of starting a business."
Alexa & Katie,0,0,https://www.imdb.com/title/tt6916746/?ref_=adv_li_tt,"['Heather Wordham', 'Paris Berelc', 'Isabel May', 'Jolie Jenkins', 'Paris Berelc', 'Isabel May', 'Jolie Jenkins', 'Emery Kelly', 'Eddie Shin', 'Finn Carr', 'Tiffani Thiessen', 'Merit Leighton', 'Iman Benson', 'Jack Griffo', 'Nathaniel J. Potvin', 'Kerri Medders']","['Official site', 'USA', 'English', 'Stereo', 'Color']",3,7.3,1592.0,['comedy'],25 min,"When Alexa and Katie graduate middle school and go to high school, they're ready for anything. But when Alexa is diagnosed with cancer, it becomes a little bit harder. But with each other's help, they can navigate high school and survive in the process.",Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.
ALF,44,8.4,https://www.imdb.com/title/tt0090390/?ref_=adv_li_tt,"['Tom Patchett', 'Paul Fusco', ""Mihaly 'Michu' Meszaros"", 'Paul Fusco', 'Max Wright', 'Paul Fusco', 'Max Wright', 'Anne Schedeen', 'Andrea Elson', 'Benji Gregory', 'Liz Sheridan']","['USA', 'English', '708 Moreno Avenue, Brentwood, Los Angeles, California, USA', 'Alien Productions', 'Mono', 'Color']",4,7.4,28454.0,"['alien', '1990s', '1980s', 'fish out of water', 'outer space', 'comedy', 'family', 'sci-fi']",25 min,"The Tanner family is an average American family. One day, they discover that they have a visitor. He's small, he's furry, he's arrogant, and he's an alien from the planet Melmac. Unsure what to do, they name him ALF: Alien Life Form. Alf soon decides that as much as he misses his home planet, there's a lot to be said for Earth: the Tanners are willing to concede anything as long as he doesn't announce his presence. Oh yeah, the Tanners also have a cat, which looks rather tasty...",A furry alien wiseguy comes to live with the Tanner family after crashing into their garage.
